# Mr. Estimator v0.1.8
# ------------------------------------------------------------------------
# legendlabel: Fit Exponential
# ------------------------------------------------------------------------
# m = 0.9797952672268566
# tau = 48.99165345672324 [bp steps]
# quantiles | tau [bp steps] | m:
#  0.125 |   47.311 | 0.97908523
#  0.250 |   47.968 | 0.97936859
#  0.400 |   48.919 | 0.97976541
#  0.500 |   49.249 | 0.97989988
#  0.600 |   49.677 | 0.98007125
#  0.750 |   50.368 | 0.98034204
#  0.875 |   50.992 | 0.98057999
# 
# fitrange: 1 <= k <= 500 [1 bp steps]
# function: $|A| e^{-k/\tau}$
# 	tau [bp steps]   = 48.99165345672324
# 	A                = 0.5821208358273979
# 
# ------------------------------------------------------------------------
# legendlabel: Fit Exp+Offset
# ------------------------------------------------------------------------
# m = 0.9809023286590158
# tau = 51.86079807556129 [bp steps]
# quantiles | tau [bp steps] | m:
#  0.125 |   50.115 | 0.98024375
#  0.250 |   50.942 | 0.98056129
#  0.400 |   51.659 | 0.98082834
#  0.500 |   52.031 | 0.98096426
#  0.600 |   52.364 | 0.98108409
#  0.750 |   52.985 | 0.98130386
#  0.875 |   53.559 | 0.98150213
# 
# fitrange: 1 <= k <= 500 [1 bp steps]
# function: $|A| e^{-k/\tau} + O$
# 	tau [bp steps]   = 51.86079807556129
# 	A                = 0.5829741452810505
# 	O                = -0.008794278384526543
# 
# ------------------------------------------------------------------------
# Data
# ------------------------------------------------------------------------
# 1_steps[bp_steps]	2_coefficients	3_stderrs
2.800000000000000000e+02	-1.474911200381039469e-02	6.806391180623044476e-03
2.810000000000000000e+02	-1.510226213183978386e-02	6.709765676962955658e-03
2.820000000000000000e+02	-1.418383238386372071e-02	6.189575168584172775e-03
2.830000000000000000e+02	-1.603021426525763973e-02	6.549891419262690931e-03
2.840000000000000000e+02	-1.522224349758007078e-02	6.414476126388264990e-03
2.850000000000000000e+02	-1.473252622002838366e-02	6.259833977991434602e-03
2.860000000000000000e+02	-1.454719807014692029e-02	6.055277041837434093e-03
2.870000000000000000e+02	-1.603922896570515386e-02	6.099725357451127143e-03
2.880000000000000000e+02	-1.494389350319388909e-02	5.600888548515323487e-03
2.890000000000000000e+02	-1.662069058825126761e-02	5.841445189812844926e-03
2.900000000000000000e+02	-1.463761631657608565e-02	5.953800648912863092e-03
2.910000000000000000e+02	-1.606865828706970437e-02	6.517490141830304361e-03
2.920000000000000000e+02	-1.555877444343967131e-02	6.177154848944274058e-03
2.930000000000000000e+02	-1.562258534173629337e-02	5.619710292180233116e-03
2.940000000000000000e+02	-1.682474181397770885e-02	5.611602674659280088e-03
2.950000000000000000e+02	-1.697144370561239068e-02	6.068629966978335809e-03
2.960000000000000000e+02	-1.623705393129562871e-02	5.933531136875163682e-03
2.970000000000000000e+02	-1.548749008831520370e-02	5.510757821157274798e-03
2.980000000000000000e+02	-1.604064897077209229e-02	5.649699884385342950e-03
2.990000000000000000e+02	-1.549346262419439360e-02	5.153959567500341482e-03
3.000000000000000000e+02	-1.633030469783730218e-02	6.439887440749342447e-03
3.010000000000000000e+02	-1.493411086904943876e-02	5.858231298779727723e-03
3.020000000000000000e+02	-1.486414562727186167e-02	6.263027099737199406e-03
3.030000000000000000e+02	-1.425056662879518876e-02	5.739503850016191948e-03
3.040000000000000000e+02	-1.520795254368248819e-02	5.002113472693928142e-03
3.050000000000000000e+02	-1.460499826611742769e-02	4.849502297721136265e-03
3.060000000000000000e+02	-1.738396139058846421e-02	5.056866520640614093e-03
3.070000000000000000e+02	-1.492293100669564790e-02	5.981673705507822153e-03
3.080000000000000000e+02	-1.598089149364525369e-02	5.704754338794965421e-03
3.090000000000000000e+02	-1.640180653576416708e-02	5.403125197744229787e-03
3.100000000000000000e+02	-1.553327356812578969e-02	5.227921594325960798e-03
3.110000000000000000e+02	-1.377660289700088393e-02	5.883500145854586062e-03
3.120000000000000000e+02	-1.233773264446233649e-02	6.306098272025761724e-03
3.130000000000000000e+02	-1.341619689207810412e-02	6.446740447515210935e-03
3.140000000000000000e+02	-1.353508642529229790e-02	6.435788107260829137e-03
3.150000000000000000e+02	-1.254262357908746996e-02	5.873696530917578429e-03
3.160000000000000000e+02	-1.330970003568714491e-02	6.881622166937521531e-03
3.170000000000000000e+02	-1.272983971424371599e-02	6.808548441654935050e-03
3.180000000000000000e+02	-1.373064050869900535e-02	6.904975762707222728e-03
3.190000000000000000e+02	-1.541844886009315074e-02	6.939124496732496788e-03
3.200000000000000000e+02	-1.213245972284745199e-02	6.886140485302900092e-03
3.210000000000000000e+02	-1.232595813277019732e-02	7.202044462143364703e-03
3.220000000000000000e+02	-1.291999442874309893e-02	6.794261582918178360e-03
3.230000000000000000e+02	-9.404088221708923473e-03	7.134939464394312800e-03
3.240000000000000000e+02	-1.094533519695428496e-02	7.253506683598705262e-03
3.250000000000000000e+02	-1.224497714824193846e-02	7.620712255008362489e-03
3.260000000000000000e+02	-8.581595681612017718e-03	6.875397243368981323e-03
3.270000000000000000e+02	-1.090467629868411593e-02	7.359334427497620131e-03
3.280000000000000000e+02	-1.033416025286964558e-02	7.802599655137165344e-03
3.290000000000000000e+02	-1.031108683164952931e-02	7.243137675349903791e-03
3.300000000000000000e+02	-9.181364934057282060e-03	8.068049731159368174e-03
3.310000000000000000e+02	-9.679412487131309334e-03	7.771204237509076081e-03
3.320000000000000000e+02	-9.564202120877132035e-03	7.783877333611083013e-03
3.330000000000000000e+02	-8.139198127027590102e-03	8.012994873866172846e-03
3.340000000000000000e+02	-9.594286573392117254e-03	8.325215428970578202e-03
3.350000000000000000e+02	-8.920062858443355766e-03	8.240268962462958535e-03
3.360000000000000000e+02	-1.041466114703466263e-02	7.824840022164524997e-03
3.370000000000000000e+02	-8.748578328970210358e-03	8.174582393604816824e-03
3.380000000000000000e+02	-8.141224223458566611e-03	7.462726414716368273e-03
3.390000000000000000e+02	-9.272974928418808646e-03	7.507785051847311493e-03
3.400000000000000000e+02	-7.282308584914578067e-03	7.598993997280516048e-03
3.410000000000000000e+02	-9.079887643129306782e-03	7.298977497116677579e-03
3.420000000000000000e+02	-9.700778537626330786e-03	6.976462679928662099e-03
3.430000000000000000e+02	-1.054971941588391318e-02	7.886884426819227786e-03
3.440000000000000000e+02	-7.171092616708448636e-03	7.802246016095032086e-03
3.450000000000000000e+02	-5.987652625433348766e-03	8.028242229057413332e-03
3.460000000000000000e+02	-7.484110783226124997e-03	8.228931680969598511e-03
3.470000000000000000e+02	-7.474005739075826292e-03	7.738360942843699498e-03
3.480000000000000000e+02	-7.375368594715158398e-03	7.403878639967298794e-03
3.490000000000000000e+02	-8.546785098369164696e-03	7.552408373352783623e-03
3.500000000000000000e+02	-7.399976763417061287e-03	7.324355105651944933e-03
3.510000000000000000e+02	-8.338554797564933993e-03	7.307091284590710306e-03
3.520000000000000000e+02	-6.917681118396582646e-03	7.498861333749769036e-03
3.530000000000000000e+02	-5.430323967471914134e-03	7.147836782602066778e-03
3.540000000000000000e+02	-6.647170265849308701e-03	7.495541660294556541e-03
3.550000000000000000e+02	-5.648272287755377874e-03	8.541292154400905931e-03
3.560000000000000000e+02	-6.052394502119865655e-03	7.492901445972535539e-03
3.570000000000000000e+02	-4.725501912456255525e-03	7.906056624109371669e-03
3.580000000000000000e+02	-4.182840456216456275e-03	8.434178902436211336e-03
3.590000000000000000e+02	-4.815288323544081317e-03	8.251242857053650917e-03
3.600000000000000000e+02	-4.178397414792613812e-03	7.861306244783830555e-03
3.610000000000000000e+02	-4.977117710456791140e-03	8.229947121241434904e-03
3.620000000000000000e+02	-3.721814470635179204e-03	7.690229833525930384e-03
3.630000000000000000e+02	-5.935757522413608739e-03	7.813959634349339212e-03
3.640000000000000000e+02	-4.700816374634424200e-03	8.169344502818667170e-03
3.650000000000000000e+02	-5.740571694626456917e-03	8.019582434414668226e-03
3.660000000000000000e+02	-5.691957506299584815e-03	7.732114272911467731e-03
3.670000000000000000e+02	-4.105336114496965089e-03	8.158029539853086515e-03
3.680000000000000000e+02	-6.215206134885288732e-03	7.383116088131773912e-03
3.690000000000000000e+02	-6.655636196081672964e-03	7.802343868697381168e-03
3.700000000000000000e+02	-1.525826137470416436e-03	7.742850941151169057e-03
3.710000000000000000e+02	-5.278822726668215039e-03	8.705367904940707752e-03
3.720000000000000000e+02	-2.436994876364425092e-03	8.198406098366540704e-03
3.730000000000000000e+02	-2.216161665729952414e-03	7.888139959509836777e-03
3.740000000000000000e+02	-3.589852464648402366e-03	7.889747836059628552e-03
3.750000000000000000e+02	-5.173024308747332413e-03	8.394697496058298181e-03
3.760000000000000000e+02	-3.887491693042298760e-03	8.794476487931451175e-03
3.770000000000000000e+02	-2.581193853652667940e-03	8.329159222714422467e-03
3.780000000000000000e+02	-2.839404419508400907e-03	8.458816516729944501e-03
3.790000000000000000e+02	-4.720576685910434986e-03	7.873805993091665539e-03
3.800000000000000000e+02	-4.555432181339687941e-03	7.953959071191857993e-03
3.810000000000000000e+02	-4.337112016013845370e-03	7.393423187424418529e-03
3.820000000000000000e+02	-5.217538590906509351e-03	7.865188378872740860e-03
3.830000000000000000e+02	-3.139270379517487310e-03	7.805825827315175311e-03
3.840000000000000000e+02	-4.095618486564511426e-03	7.781036988213627104e-03
3.850000000000000000e+02	-2.084480938902409913e-03	7.966860865406502623e-03
3.860000000000000000e+02	-1.847056774225683696e-03	7.773083196649031336e-03
3.870000000000000000e+02	-3.307313741427540983e-03	8.585061828975372455e-03
3.880000000000000000e+02	-3.006108892140684635e-03	7.707450485156929626e-03
3.890000000000000000e+02	-2.013908700335735168e-03	7.999013240886254650e-03
3.900000000000000000e+02	-6.593370795773927096e-03	8.375470489469811347e-03
3.910000000000000000e+02	-2.883123492070687605e-03	8.859135216607564103e-03
3.920000000000000000e+02	-2.042082451647232819e-03	8.591200351989663336e-03
3.930000000000000000e+02	-1.251303902090905281e-03	8.734723750708165563e-03
3.940000000000000000e+02	-3.014077274680751223e-03	9.460216642749716756e-03
3.950000000000000000e+02	-1.803595554644678127e-03	8.494581473889213641e-03
3.960000000000000000e+02	-2.989108792776981952e-03	9.162127855040747351e-03
3.970000000000000000e+02	-2.100582732822248774e-03	9.291347122247278420e-03
3.980000000000000000e+02	-2.577202801482157343e-03	8.535333404331567342e-03
3.990000000000000000e+02	-3.245936877041162832e-03	8.504067466850735724e-03
4.000000000000000000e+02	-3.031941889038529230e-03	8.164204760251335402e-03
4.010000000000000000e+02	-1.774059815597606518e-03	8.835286456134008523e-03
4.020000000000000000e+02	-2.767792947738438765e-03	8.755412429816620407e-03
4.030000000000000000e+02	-2.722369824580062742e-03	8.601157624413775793e-03
4.040000000000000000e+02	-2.238578180257776336e-03	8.518993453897852342e-03
4.050000000000000000e+02	-2.014769314607119024e-03	8.958833060092487657e-03
4.060000000000000000e+02	-2.391767672486728568e-03	8.438418367152634297e-03
4.070000000000000000e+02	-1.181029307064951480e-03	8.976539204374455252e-03
4.080000000000000000e+02	8.514014840609641661e-04	9.248514722098663196e-03
4.090000000000000000e+02	8.699015131972617437e-06	9.261373994673818832e-03
4.100000000000000000e+02	-1.063910922683481862e-03	8.595407018434534502e-03
4.110000000000000000e+02	-8.455083174848905059e-04	8.798601745013259062e-03
4.120000000000000000e+02	-1.598762031995022183e-03	8.755062572707986157e-03
4.130000000000000000e+02	-2.787488323232078006e-04	8.607308677617088455e-03
4.140000000000000000e+02	-4.378739106215327965e-04	8.697837530818380500e-03
4.150000000000000000e+02	-2.663380176660195067e-03	9.219272098994847620e-03
4.160000000000000000e+02	-1.812579184464336527e-03	8.984244439457068562e-03
4.170000000000000000e+02	-2.580072771960456590e-03	9.398278834167644175e-03
4.180000000000000000e+02	-2.759283512019079440e-03	9.363548167140845618e-03
4.190000000000000000e+02	-2.213624638185652301e-03	9.229949753562350853e-03
4.200000000000000000e+02	-1.712785036017560551e-03	8.730357692334969957e-03
4.210000000000000000e+02	-1.254348541244093562e-03	9.120904838246133087e-03
4.220000000000000000e+02	-8.117109438480458279e-04	9.383937489389032952e-03
4.230000000000000000e+02	-1.900534143193926932e-03	8.999629313842403763e-03
4.240000000000000000e+02	-7.754104725457948433e-04	9.189991416290005724e-03
4.250000000000000000e+02	-8.151628039039863677e-06	9.906623006887967445e-03
4.260000000000000000e+02	-1.660100691108211098e-03	9.645744272851414572e-03
4.270000000000000000e+02	-1.852602541008925010e-03	9.279640454845829861e-03
4.280000000000000000e+02	-3.672994241086650381e-03	9.192427875251934707e-03
4.290000000000000000e+02	-1.180198626867661003e-03	9.685972226736887236e-03
4.300000000000000000e+02	-1.506906381756549246e-03	9.319438826485859986e-03
4.310000000000000000e+02	-1.286543527548657338e-03	9.046228708145509154e-03
4.320000000000000000e+02	-1.664687552232895027e-03	9.589928110170887338e-03
4.330000000000000000e+02	-2.965044013902934589e-04	9.137185098797509161e-03
4.340000000000000000e+02	-1.408631403431382300e-03	8.786577651335225614e-03
4.350000000000000000e+02	-9.975754097520243054e-04	9.227951157324412040e-03
4.360000000000000000e+02	-1.214735611685590624e-03	9.126652826256775528e-03
4.370000000000000000e+02	-2.893910409218901250e-04	8.235070139240980441e-03
4.380000000000000000e+02	9.925071712490178989e-04	9.160828036860340501e-03
4.390000000000000000e+02	-1.621887387195889742e-03	9.005606550704424104e-03
4.400000000000000000e+02	-2.523091297519673270e-03	9.002853268346580964e-03
4.410000000000000000e+02	-2.541909329436911960e-03	8.712042182097614468e-03
4.420000000000000000e+02	-2.628319222033444202e-03	8.269917968073907388e-03
4.430000000000000000e+02	-1.245888874908156240e-03	8.816224452500433933e-03
4.440000000000000000e+02	-9.762623825703167736e-04	8.177136197972381323e-03
4.450000000000000000e+02	-7.854013917716524702e-04	8.204861039524896302e-03
4.460000000000000000e+02	-1.132238042461575526e-03	8.076961760802265494e-03
4.470000000000000000e+02	-9.644617506074830773e-04	8.028067314860189846e-03
4.480000000000000000e+02	4.180290341390107290e-04	7.768657936804765698e-03
4.490000000000000000e+02	-1.657971213279968610e-03	7.718572039134606946e-03
4.500000000000000000e+02	-1.413192914233118210e-03	8.199837315648470654e-03
4.510000000000000000e+02	-1.002231361699631529e-03	7.924216533205180948e-03
4.520000000000000000e+02	-8.113505239554504945e-04	7.907565027524902576e-03
4.530000000000000000e+02	-3.239830994884273022e-03	7.787735858230996309e-03
4.540000000000000000e+02	-1.792409510620383882e-03	7.776439223453763747e-03
4.550000000000000000e+02	-1.744174378495312594e-03	8.282948393602296636e-03
4.560000000000000000e+02	-2.011223830550679364e-03	8.023726344748717543e-03
4.570000000000000000e+02	-2.352007744035051594e-03	7.799639156102775375e-03
4.580000000000000000e+02	3.558221775890716993e-04	7.619526867225642590e-03
4.590000000000000000e+02	1.040964125125695304e-03	7.472117344181340021e-03
4.600000000000000000e+02	-8.337855428524436341e-04	7.463653446983287837e-03
4.610000000000000000e+02	-1.308156078139055978e-03	7.209232609654257946e-03
4.620000000000000000e+02	-8.915909982049514699e-04	6.955882439512621647e-03
4.630000000000000000e+02	5.367382577601200345e-04	7.063221203204041003e-03
4.640000000000000000e+02	-1.798835279826182555e-03	6.764334280788379845e-03
4.650000000000000000e+02	-9.088659110015624015e-04	6.754362633654710166e-03
4.660000000000000000e+02	-2.267246626989450915e-03	7.314303579017499175e-03
4.670000000000000000e+02	-3.428692338519820224e-05	6.950766374813027552e-03
4.680000000000000000e+02	-2.742330886916277688e-03	7.232487436850827331e-03
4.690000000000000000e+02	3.601320533767903335e-04	6.505427511759268033e-03
4.700000000000000000e+02	-4.457500185876903803e-04	7.088836802556006296e-03
4.710000000000000000e+02	6.532124705624555577e-04	6.907383232848183889e-03
4.720000000000000000e+02	-3.930433377970360545e-05	6.096027762432548042e-03
4.730000000000000000e+02	-8.185275994699831937e-04	6.913852894690640863e-03
4.740000000000000000e+02	-1.702559016480934429e-03	7.013282384553360532e-03
4.750000000000000000e+02	-1.317468634760212028e-04	7.968720392540960124e-03
4.760000000000000000e+02	7.570963289035237366e-04	6.940662172948262702e-03
4.770000000000000000e+02	-1.732642681498398245e-03	7.575689182221891256e-03
4.780000000000000000e+02	9.699621376808320074e-04	7.911236732938281557e-03
4.790000000000000000e+02	-2.005467506458535410e-04	7.271277638534101063e-03
4.800000000000000000e+02	1.082020596798548675e-03	7.019515995316017581e-03
4.810000000000000000e+02	5.012672402791026145e-04	7.258362537425964815e-03
4.820000000000000000e+02	-1.077403007114810692e-03	7.174705054485865444e-03
4.830000000000000000e+02	7.142088539848567104e-04	7.677935135943863253e-03
4.840000000000000000e+02	6.476285810706029029e-04	7.960639885575710242e-03
4.850000000000000000e+02	2.037287982027481074e-03	7.259327447733761839e-03
4.860000000000000000e+02	1.386604483254214471e-03	6.981626901185305524e-03
4.870000000000000000e+02	1.645442697144375646e-03	7.700377425737770128e-03
4.880000000000000000e+02	3.029932836970681068e-03	7.631796628851756845e-03
4.890000000000000000e+02	8.272286100735570227e-05	7.132323129556535080e-03
4.900000000000000000e+02	1.064297835110628509e-03	7.981913902423504181e-03
4.910000000000000000e+02	2.234671801397268131e-03	7.861873368141021265e-03
4.920000000000000000e+02	1.005032951763381102e-03	7.862838681923037601e-03
4.930000000000000000e+02	1.644196988439319222e-03	8.164586738238544666e-03
4.940000000000000000e+02	1.364469152481413011e-04	7.587558474198576562e-03
4.950000000000000000e+02	-5.385546763449392633e-04	8.025864138254224650e-03
4.960000000000000000e+02	-6.475377854121118710e-04	8.453634868259002691e-03
4.970000000000000000e+02	-9.227424382629773915e-04	8.281239574517273300e-03
4.980000000000000000e+02	3.810994153090951431e-04	8.768490822333115109e-03
4.990000000000000000e+02	-1.219088974752976368e-04	8.462229635268240721e-03
5.000000000000000000e+02	-8.969994534260499570e-04	8.337865484790827134e-03
